input_data/an_everlasting_nightmare-7,NoNeu,NoNeu
input_data/an_everlasting_nightmare-8,NoNeu,NoNeu
input_data/an_everlasting_nightmare-9,NoNeu,NoNeu
input_data/an_everlasting_nightmare-10,Neu,Neu
input_data/an_everlasting_nightmare-11,NoNeu,Neu
input_data/an_everlasting_nightmare-12,Neu,Neu
input_data/an_everlasting_nightmare-13,Neu,Neu
input_data/an_everlasting_nightmare-14,NoNeu,Neu
input_data/an_everlasting_nightmare-15,NoNeu,NoNeu
input_data/an_everlasting_nightmare-16,NoNeu,NoNeu
input_data/an_everlasting_nightmare-17,NoNeu,NoNeu
input_data/an_everlasting_nightmare-18,NoNeu,NoNeu
input_data/an_everlasting_nightmare-19,NoNeu,NoNeu
input_data/an_everlasting_nightmare-20,NoNeu,NoNeu
input_data/an_everlasting_nightmare-21,NoNeu,NoNeu
input_data/an_everlasting_nightmare-22,Neu,NoNeu
input_data/an_everlasting_nightmare-23,NoNeu,NoNeu
input_data/an_everlasting_nightmare-24,Neu,Neu
input_data/an_everlasting_nightmare-25,Neu,Neu
input_data/an_everlasting_nightmare-26,NoNeu,NoNeu
input_data/an_everlasting_nightmare-27,NoNeu,NoNeu
input_data/an_everlasting_nightmare-28,Neu,Neu
input_data/an_everlasting_nightmare-29,NoNeu,Neu
input_data/an_everlasting_nightmare-30,Neu,Neu
input_data/an_everlasting_nightmare-31,Neu,Neu
input_data/an_everlasting_nightmare-32,Neu,Neu
input_data/an_everlasting_nightmare-33,NoNeu,NoNeu
input_data/an_everlasting_nightmare-34,Neu,Neu
input_data/an_everlasting_nightmare-35,Neu,Neu
input_data/an_everlasting_nightmare-36,NoNeu,NoNeu
input_data/an_everlasting_nightmare-37,Neu,Neu
input_data/an_everlasting_nightmare-38,NoNeu,NoNeu
input_data/an_everlasting_nightmare-39,NoNeu,NoNeu
input_data/an_everlasting_nightmare-40,NoNeu,NoNeu
input_data/an_interesting_souvenir-1,Neu,Neu
input_data/an_interesting_souvenir-2,Neu,Neu
input_data/an_interesting_souvenir-3,Neu,Neu
input_data/an_interesting_souvenir-4,NoNeu,NoNeu
input_data/an_interesting_souvenir-5,NoNeu,NoNeu
input_data/an_interesting_souvenir-6,Neu,NoNeu
input_data/an_interesting_souvenir-7,Neu,Neu
input_data/an_interesting_souvenir-8,NoNeu,NoNeu
input_data/an_interesting_souvenir-9,Neu,Neu
input_data/an_interesting_souvenir-10,NoNeu,NoNeu
input_data/an_interesting_souvenir-11,Neu,Neu
input_data/an_interesting_souvenir-12,NoNeu,NoNeu
input_data/an_interesting_souvenir-13,Neu,Neu
input_data/an_interesting_souvenir-14,Neu,NoNeu
input_data/an_interesting_souvenir-15,NoNeu,NoNeu
input_data/an_interesting_souvenir-16,Neu,Neu
input_data/an_interesting_souvenir-17,Neu,Neu
input_data/an_interesting_souvenir-18,NoNeu,NoNeu
input_data/an_interesting_souvenir-19,NoNeu,NoNeu
input_data/an_interesting_souvenir-20,NoNeu,NoNeu
input_data/an_interesting_souvenir-21,Neu,Neu
input_data/an_interesting_souvenir-22,Neu,Neu
input_data/an_interesting_souvenir-23,NoNeu,NoNeu
input_data/an_interesting_souvenir-24,Neu,Neu
input_data/an_interesting_souvenir-25,Neu,Neu
input_data/an_interesting_souvenir-26,NoNeu,NoNeu
input_data/awfully_desolate_spot-1,Neu,Neu
input_data/awfully_desolate_spot-2,Neu,Neu
input_data/awfully_desolate_spot-3,Neu,Neu
input_data/awfully_desolate_spot-4,Neu,Neu
input_data/awfully_desolate_spot-5,NoNeu,NoNeu
input_data/awfully_desolate_spot-6,NoNeu,NoNeu
input_data/awfully_desolate_spot-7,NoNeu,NoNeu
input_data/awfully_desolate_spot-8,Neu,Neu
input_data/awfully_desolate_spot-9,Neu,Neu
input_data/awfully_desolate_spot-10,NoNeu,Neu
input_data/awfully_desolate_spot-11,Neu,NoNeu
input_data/awfully_desolate_spot-12,Neu,Neu
input_data/awfully_desolate_spot-13,NoNeu,NoNeu
input_data/awfully_desolate_spot-14,NoNeu,NoNeu
input_data/awfully_desolate_spot-15,Neu,Neu
input_data/awfully_desolate_spot-16,NoNeu,NoNeu
input_data/awfully_desolate_spot-17,NoNeu,NoNeu
input_data/awfully_desolate_spot-18,NoNeu,NoNeu
input_data/awfully_desolate_spot-19,Neu,NoNeu
input_data/awfully_desolate_spot-20,NoNeu,NoNeu
input_data/awfully_desolate_spot-21,NoNeu,NoNeu
input_data/awfully_desolate_spot-22,NoNeu,NoNeu
input_data/awfully_desolate_spot-23,NoNeu,NoNeu
input_data/awfully_desolate_spot-24,NoNeu,NoNeu
input_data/awfully_desolate_spot-25,NoNeu,Neu
input_data/awfully_desolate_spot-26,NoNeu,Neu
input_data/awfully_desolate_spot-27,Neu,Neu
input_data/awfully_desolate_spot-28,NoNeu,Neu
input_data/awfully_desolate_spot-29,Neu,Neu
input_data/awfully_desolate_spot-30,NoNeu,Neu
input_data/awfully_desolate_spot-31,NoNeu,NoNeu
input_data/awfully_desolate_spot-32,NoNeu,NoNeu
input_data/awfully_desolate_spot-33,NoNeu,NoNeu
input_data/awfully_desolate_spot-34,NoNeu,NoNeu
input_data/being_under_fire-1,Neu,Neu
input_data/being_under_fire-2,Neu,Neu
input_data/being_under_fire-3,NoNeu,NoNeu
input_data/being_under_fire-4,NoNeu,NoNeu
input_data/being_under_fire-5,Neu,Neu
input_data/being_under_fire-6,Neu,Neu
input_data/being_under_fire-7,Neu,Neu
input_data/being_under_fire-8,NoNeu,NoNeu
input_data/being_under_fire-9,Neu,Neu
input_data/being_under_fire-10,Neu,Neu
input_data/being_under_fire-11,Neu,Neu
input_data/being_under_fire-12,NoNeu,Neu
input_data/being_under_fire-13,NoNeu,NoNeu
input_data/being_under_fire-14,NoNeu,NoNeu
input_data/being_under_fire-15,Neu,Neu
input_data/being_under_fire-16,NoNeu,NoNeu
input_data/being_under_fire-17,Neu,Neu
input_data/being_under_fire-18,NoNeu,NoNeu
input_data/being_under_fire-19,Neu,Neu
input_data/being_under_fire-20,Neu,Neu
input_data/being_under_fire-21,NoNeu,NoNeu
input_data/being_under_fire-22,NoNeu,NoNeu
input_data/being_under_fire-23,NoNeu,NoNeu
input_data/being_under_fire-24,NoNeu,NoNeu
input_data/being_under_fire-25,Neu,Neu
input_data/being_under_fire-26,Neu,Neu
input_data/being_under_fire-27,NoNeu,NoNeu
input_data/being_under_fire-28,Neu,Neu
input_data/being_under_fire-29,Neu,Neu
input_data/being_under_fire-30,Neu,Neu
input_data/being_under_fire-31,Neu,Neu
input_data/being_under_fire-32,NoNeu,NoNeu
input_data/being_under_fire-33,Neu,Neu
input_data/being_under_fire-34,NoNeu,NoNeu
input_data/being_under_fire-35,NoNeu,NoNeu
input_data/being_under_fire-36,NoNeu,NoNeu
input_data/being_under_fire-37,Neu,Neu
input_data/being_under_fire-38,Neu,Neu
input_data/being_under_fire-39,Neu,NoNeu
input_data/being_under_fire-40,NoNeu,NoNeu
input_data/being_under_fire-41,Neu,Neu
input_data/being_under_fire-42,NoNeu,Neu
input_data/being_under_fire-43,Neu,Neu
input_data/being_under_fire-44,Neu,Neu
input_data/being_under_fire-45,Neu,Neu
input_data/being_under_fire-46,NoNeu,Neu
input_data/canaries_in_cages-1,Neu,Neu
input_data/canaries_in_cages-2,Neu,Neu
input_data/canaries_in_cages-3,Neu,Neu
input_data/canaries_in_cages-4,NoNeu,NoNeu
input_data/canaries_in_cages-5,Neu,Neu
input_data/canaries_in_cages-6,Neu,Neu
input_data/canaries_in_cages-7,Neu,Neu
input_data/canaries_in_cages-8,Neu,Neu
input_data/canaries_in_cages-9,Neu,Neu
input_data/canaries_in_cages-10,Neu,Neu
input_data/canaries_in_cages-11,Neu,Neu
input_data/canaries_in_cages-12,Neu,Neu
input_data/canaries_in_cages-13,Neu,Neu
input_data/canaries_in_cages-14,Neu,Neu
input_data/canaries_in_cages-15,Neu,Neu
input_data/caught_dysentery-1,Neu,Neu
input_data/caught_dysentery-2,Neu,Neu
input_data/caught_dysentery-3,Neu,Neu
input_data/caught_dysentery-4,Neu,Neu
input_data/caught_dysentery-5,Neu,Neu
input_data/caught_dysentery-6,Neu,Neu
input_data/caught_dysentery-7,Neu,Neu
input_data/caught_dysentery-8,NoNeu,NoNeu
input_data/caught_dysentery-9,Neu,Neu
input_data/caught_dysentery-10,Neu,Neu
input_data/caught_dysentery-11,NoNeu,NoNeu
input_data/caught_dysentery-12,NoNeu,NoNeu
input_data/caught_dysentery-13,Neu,Neu
input_data/caught_dysentery-14,NoNeu,NoNeu
input_data/caught_dysentery-15,NoNeu,NoNeu
input_data/caught_dysentery-16,NoNeu,NoNeu
input_data/caught_dysentery-17,Neu,Neu
input_data/caught_dysentery-18,NoNeu,NoNeu
input_data/caught_dysentery-19,Neu,Neu
input_data/caught_dysentery-20,Neu,Neu
input_data/caught_dysentery-21,Neu,Neu
input_data/caught_dysentery-22,NoNeu,NoNeu
input_data/caught_dysentery-23,Neu,Neu
input_data/caught_dysentery-24,NoNeu,NoNeu
input_data/caught_dysentery-25,Neu,Neu
input_data/caught_dysentery-26,NoNeu,NoNeu
input_data/caught_dysentery-27,Neu,Neu
input_data/caught_dysentery-28,Neu,Neu
input_data/caught_dysentery-29,NoNeu,Neu
input_data/caught_dysentery-30,Neu,Neu
input_data/caught_dysentery-31,Neu,Neu
input_data/caught_dysentery-32,Neu,Neu
input_data/caught_dysentery-33,Neu,Neu
input_data/caught_dysentery-34,Neu,Neu
input_data/caught_dysentery-35,Neu,Neu
input_data/caught_dysentery-36,Neu,Neu
input_data/caught_dysentery-37,NoNeu,Neu
input_data/caught_dysentery-38,Neu,Neu
input_data/caught_dysentery-39,NoNeu,NoNeu
input_data/caught_dysentery-40,NoNeu,NoNeu
input_data/caught_dysentery-41,NoNeu,NoNeu
input_data/caught_dysentery-42,Neu,Neu
input_data/caught_dysentery-43,Neu,Neu
input_data/do_you_like_the_photo-1,Neu,Neu
input_data/do_you_like_the_photo-2,Neu,Neu
input_data/do_you_like_the_photo-3,Neu,Neu
input_data/do_you_like_the_photo-4,Neu,Neu
input_data/do_you_like_the_photo-5,Neu,Neu
input_data/do_you_like_the_photo-6,NoNeu,NoNeu
input_data/do_you_like_the_photo-7,Neu,Neu
input_data/dodging_damned_great_bombs-1,Neu,Neu
input_data/dodging_damned_great_bombs-2,Neu,Neu
input_data/dodging_damned_great_bombs-3,NoNeu,NoNeu
input_data/dodging_damned_great_bombs-4,NoNeu,NoNeu
input_data/dodging_damned_great_bombs-5,NoNeu,NoNeu
input_data/dodging_damned_great_bombs-6,NoNeu,NoNeu
input_data/dodging_damned_great_bombs-7,Neu,Neu
input_data/dodging_damned_great_bombs-8,Neu,Neu
input_data/dodging_damned_great_bombs-9,NoNeu,Neu
input_data/dodging_damned_great_bombs-10,Neu,Neu
input_data/dodging_damned_great_bombs-11,Neu,Neu
input_data/dodging_damned_great_bombs-12,NoNeu,Neu
input_data/dodging_damned_great_bombs-13,NoNeu,NoNeu
input_data/drill_before_breakfast-1,Neu,Neu
input_data/drill_before_breakfast-2,Neu,Neu
input_data/drill_before_breakfast-3,Neu,Neu
input_data/drill_before_breakfast-4,NoNeu,NoNeu
input_data/drill_before_breakfast-5,NoNeu,NoNeu
input_data/drill_before_breakfast-6,Neu,NoNeu
input_data/drill_before_breakfast-7,Neu,Neu
input_data/drill_before_breakfast-8,Neu,Neu
input_data/drill_before_breakfast-9,Neu,Neu
input_data/drill_before_breakfast-10,Neu,Neu
input_data/drill_before_breakfast-11,Neu,Neu
input_data/drill_before_breakfast-12,Neu,Neu
input_data/drill_before_breakfast-13,Neu,Neu
input_data/drill_before_breakfast-14,NoNeu,Neu
input_data/drill_before_breakfast-15,NoNeu,NoNeu
input_data/drill_before_breakfast-16,Neu,Neu
input_data/drill_before_breakfast-17,Neu,Neu
input_data/drill_before_breakfast-18,Neu,NoNeu
input_data/drill_before_breakfast-19,Neu,Neu
input_data/drill_before_breakfast-20,NoNeu,NoNeu
input_data/drill_before_breakfast-21,NoNeu,NoNeu
input_data/drill_before_breakfast-22,NoNeu,NoNeu
input_data/drill_before_breakfast-23,NoNeu,NoNeu
input_data/drill_before_breakfast-24,Neu,Neu
input_data/drill_before_breakfast-25,Neu,Neu
input_data/drill_before_breakfast-26,NoNeu,NoNeu
input_data/drill_before_breakfast-27,Neu,Neu
input_data/drill_before_breakfast-28,Neu,Neu
input_data/drill_before_breakfast-29,Neu,Neu
input_data/drill_before_breakfast-30,Neu,Neu
input_data/drill_before_breakfast-31,NoNeu,NoNeu
input_data/drill_before_breakfast-32,Neu,Neu
input_data/drill_before_breakfast-33,NoNeu,NoNeu
input_data/drill_before_breakfast-34,Neu,NoNeu
input_data/drill_before_breakfast-35,Neu,NoNeu
input_data/drill_before_breakfast-36,Neu,NoNeu
input_data/drill_before_breakfast-37,Neu,Neu
input_data/drill_before_breakfast-38,Neu,Neu
input_data/drill_before_breakfast-39,Neu,Neu
input_data/drill_before_breakfast-40,Neu,Neu
input_data/drill_before_breakfast-41,Neu,Neu
input_data/drill_before_breakfast-42,Neu,Neu
input_data/drill_before_breakfast-43,Neu,Neu
input_data/drill_before_breakfast-44,Neu,Neu
input_data/drill_before_breakfast-45,NoNeu,NoNeu
input_data/drill_before_breakfast-46,Neu,Neu
input_data/got_married_a_week_before-1,Neu,Neu
input_data/got_married_a_week_before-2,Neu,Neu
input_data/got_married_a_week_before-3,NoNeu,NoNeu
input_data/got_married_a_week_before-4,NoNeu,NoNeu
input_data/got_married_a_week_before-5,NoNeu,NoNeu
input_data/got_married_a_week_before-6,Neu,Neu
input_data/got_married_a_week_before-7,Neu,Neu
input_data/got_married_a_week_before-8,NoNeu,NoNeu
input_data/got_married_a_week_before-9,NoNeu,NoNeu
input_data/got_married_a_week_before-10,Neu,Neu
input_data/got_married_a_week_before-11,Neu,Neu
input_data/got_married_a_week_before-12,Neu,Neu
input_data/got_married_a_week_before-13,Neu,Neu
input_data/got_married_a_week_before-14,Neu,Neu
input_data/got_married_a_week_before-15,Neu,Neu
input_data/got_married_a_week_before-16,Neu,Neu
input_data/got_married_a_week_before-17,Neu,Neu
input_data/got_married_a_week_before-18,NoNeu,NoNeu
input_data/got_married_a_week_before-19,Neu,Neu
input_data/got_married_a_week_before-20,Neu,Neu
input_data/got_married_a_week_before-21,Neu,Neu
input_data/got_married_a_week_before-22,NoNeu,NoNeu
input_data/got_married_a_week_before-23,Neu,Neu
input_data/had_a_game_of_football-1,Neu,Neu
input_data/had_a_game_of_football-2,Neu,Neu
input_data/had_a_game_of_football-3,NoNeu,NoNeu
input_data/had_a_game_of_football-4,Neu,Neu
input_data/had_a_game_of_football-5,NoNeu,NoNeu
input_data/had_a_game_of_football-6,NoNeu,NoNeu
input_data/had_a_game_of_football-7,NoNeu,NoNeu
input_data/had_a_game_of_football-8,Neu,NoNeu
input_data/had_a_game_of_football-9,Neu,Neu
input_data/had_a_game_of_football-10,NoNeu,NoNeu
input_data/had_a_game_of_football-11,Neu,Neu
input_data/had_a_game_of_football-12,NoNeu,NoNeu
input_data/had_a_game_of_football-13,Neu,Neu
input_data/had_a_game_of_football-14,NoNeu,NoNeu
input_data/had_a_game_of_football-15,Neu,Neu
input_data/had_a_game_of_football-16,NoNeu,NoNeu
input_data/had_a_game_of_football-17,Neu,Neu
input_data/had_a_game_of_football-18,NoNeu,NoNeu
input_data/had_a_game_of_football-19,NoNeu,NoNeu
input_data/had_a_game_of_football-20,Neu,Neu
input_data/had_a_game_of_football-21,Neu,NoNeu
input_data/had_a_game_of_football-22,NoNeu,NoNeu
input_data/had_a_game_of_football-23,NoNeu,Neu
input_data/had_a_game_of_football-24,Neu,Neu
input_data/had_a_game_of_football-25,Neu,Neu
input_data/had_a_game_of_football-26,Neu,Neu
input_data/had_a_game_of_football-27,Neu,NoNeu
input_data/had_a_game_of_football-28,Neu,Neu
input_data/had_a_game_of_football-29,NoNeu,Neu
input_data/had_a_game_of_football-30,Neu,Neu
input_data/handling_a_maxim-1,Neu,Neu
input_data/handling_a_maxim-2,Neu,Neu
input_data/handling_a_maxim-3,Neu,Neu
input_data/handling_a_maxim-4,NoNeu,NoNeu
input_data/handling_a_maxim-5,NoNeu,NoNeu
input_data/handling_a_maxim-6,NoNeu,NoNeu
input_data/handling_a_maxim-7,NoNeu,NoNeu
input_data/handling_a_maxim-8,NoNeu,NoNeu
input_data/handling_a_maxim-9,NoNeu,NoNeu
input_data/handling_a_maxim-10,Neu,Neu
input_data/handling_a_maxim-11,Neu,Neu
input_data/handling_a_maxim-12,Neu,Neu
input_data/handling_a_maxim-13,NoNeu,NoNeu
input_data/handling_a_maxim-14,Neu,Neu
input_data/handling_a_maxim-15,NoNeu,NoNeu
input_data/handling_a_maxim-16,Neu,Neu
input_data/handling_a_maxim-17,Neu,NoNeu
input_data/handling_a_maxim-18,NoNeu,NoNeu
input_data/handling_a_maxim-19,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-1,Neu,Neu
input_data/heaps_have_cameras_taking_photos-2,Neu,Neu
input_data/heaps_have_cameras_taking_photos-3,Neu,Neu
input_data/heaps_have_cameras_taking_photos-4,NoNeu,Neu
input_data/heaps_have_cameras_taking_photos-5,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-6,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-7,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-8,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-9,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-10,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-11,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-12,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-13,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-14,Neu,NoNeu
input_data/heaps_have_cameras_taking_photos-15,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-16,Neu,Neu
input_data/heaps_have_cameras_taking_photos-17,Neu,Neu
input_data/heaps_have_cameras_taking_photos-18,Neu,Neu
input_data/heaps_have_cameras_taking_photos-19,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-20,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-21,Neu,NoNeu
input_data/heaps_have_cameras_taking_photos-22,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-23,Neu,Neu
input_data/heaps_have_cameras_taking_photos-24,Neu,Neu
input_data/heaps_have_cameras_taking_photos-25,Neu,Neu
input_data/heaps_have_cameras_taking_photos-26,Neu,Neu
input_data/heaps_have_cameras_taking_photos-27,Neu,Neu
input_data/heaps_have_cameras_taking_photos-28,Neu,Neu
input_data/heaps_have_cameras_taking_photos-29,Neu,Neu
input_data/heaps_have_cameras_taking_photos-30,Neu,NoNeu
input_data/heaps_have_cameras_taking_photos-31,Neu,Neu
input_data/heaps_have_cameras_taking_photos-32,NoNeu,Neu
input_data/heaps_have_cameras_taking_photos-33,Neu,Neu
input_data/heaps_have_cameras_taking_photos-34,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-35,Neu,Neu
input_data/heaps_have_cameras_taking_photos-36,Neu,Neu
input_data/heaps_have_cameras_taking_photos-37,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-38,Neu,Neu
input_data/heaps_have_cameras_taking_photos-39,Neu,Neu
input_data/heaps_have_cameras_taking_photos-40,Neu,Neu
input_data/heaps_have_cameras_taking_photos-41,Neu,Neu
input_data/heaps_have_cameras_taking_photos-42,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-43,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-44,Neu,Neu
input_data/heaps_have_cameras_taking_photos-45,Neu,Neu
input_data/heaps_have_cameras_taking_photos-46,Neu,Neu
input_data/heaps_have_cameras_taking_photos-47,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-48,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-49,Neu,Neu
input_data/heaps_have_cameras_taking_photos-50,NoNeu,Neu
input_data/heaps_have_cameras_taking_photos-51,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-52,NoNeu,NoNeu
input_data/heaps_have_cameras_taking_photos-53,NoNeu,NoNeu
input_data/millions_of_flies-1,Neu,Neu
input_data/millions_of_flies-2,Neu,Neu
input_data/millions_of_flies-3,Neu,Neu
input_data/millions_of_flies-4,Neu,Neu
input_data/millions_of_flies-5,Neu,Neu
input_data/millions_of_flies-6,Neu,Neu
input_data/millions_of_flies-7,NoNeu,NoNeu
input_data/millions_of_flies-8,NoNeu,NoNeu
input_data/millions_of_flies-9,Neu,NoNeu
input_data/millions_of_flies-10,Neu,Neu
input_data/millions_of_flies-11,NoNeu,NoNeu
input_data/millions_of_flies-12,NoNeu,Neu
input_data/millions_of_flies-13,NoNeu,NoNeu
input_data/millions_of_flies-14,NoNeu,NoNeu
input_data/millions_of_flies-15,Neu,Neu
input_data/millions_of_flies-16,Neu,Neu
input_data/millions_of_flies-17,NoNeu,Neu
input_data/millions_of_flies-18,NoNeu,NoNeu
input_data/millions_of_flies-19,Neu,Neu
input_data/millions_of_flies-20,NoNeu,Neu
input_data/millions_of_flies-21,NoNeu,Neu
input_data/millions_of_flies-22,NoNeu,NoNeu
input_data/millions_of_flies-23,Neu,Neu
input_data/millions_of_flies-24,Neu,Neu
input_data/millions_of_flies-25,Neu,Neu
input_data/millions_of_flies-26,Neu,Neu
input_data/millions_of_flies-27,Neu,Neu
input_data/millions_of_flies-28,Neu,Neu
input_data/millions_of_flies-29,NoNeu,NoNeu
input_data/millions_of_flies-30,Neu,Neu
input_data/millions_of_flies-31,Neu,Neu
input_data/millions_of_flies-32,Neu,Neu
input_data/millions_of_flies-33,Neu,Neu
input_data/millions_of_flies-34,NoNeu,Neu
input_data/millions_of_flies-35,NoNeu,NoNeu
input_data/millions_of_flies-36,Neu,NoNeu
input_data/millions_of_flies-37,NoNeu,NoNeu
input_data/millions_of_flies-38,NoNeu,NoNeu
input_data/millions_of_flies-39,Neu,Neu
input_data/millions_of_flies-40,Neu,Neu
input_data/millions_of_flies-41,NoNeu,NoNeu
input_data/millions_of_flies-42,NoNeu,NoNeu
input_data/millions_of_flies-43,Neu,Neu
input_data/millions_of_flies-44,NoNeu,Neu
input_data/millions_of_flies-45,NoNeu,Neu
input_data/millions_of_flies-46,Neu,NoNeu
input_data/millions_of_flies-47,Neu,Neu
input_data/millions_of_flies-48,NoNeu,NoNeu
input_data/millions_of_flies-49,NoNeu,NoNeu
input_data/millions_of_flies-50,Neu,Neu
input_data/millions_of_flies-51,Neu,Neu
input_data/no_signs_of_moving-1,Neu,Neu
input_data/no_signs_of_moving-2,Neu,Neu
input_data/no_signs_of_moving-3,NoNeu,NoNeu
input_data/no_signs_of_moving-4,NoNeu,NoNeu
input_data/no_signs_of_moving-5,Neu,NoNeu
input_data/no_signs_of_moving-6,Neu,Neu
input_data/parched_with_the_heat-1,Neu,Neu
input_data/parched_with_the_heat-2,Neu,Neu
input_data/parched_with_the_heat-3,Neu,Neu
input_data/parched_with_the_heat-4,NoNeu,NoNeu
input_data/parched_with_the_heat-5,NoNeu,NoNeu
input_data/parched_with_the_heat-6,Neu,Neu
input_data/parched_with_the_heat-7,NoNeu,NoNeu
input_data/parched_with_the_heat-8,NoNeu,NoNeu
input_data/parched_with_the_heat-9,Neu,Neu
input_data/parched_with_the_heat-10,Neu,Neu
input_data/parched_with_the_heat-11,Neu,Neu
input_data/parched_with_the_heat-12,Neu,Neu
input_data/parched_with_the_heat-13,Neu,Neu
input_data/parched_with_the_heat-14,Neu,NoNeu
input_data/parched_with_the_heat-15,Neu,Neu
input_data/parched_with_the_heat-16,NoNeu,NoNeu
input_data/parched_with_the_heat-17,Neu,Neu
input_data/parched_with_the_heat-18,Neu,Neu
input_data/parched_with_the_heat-19,NoNeu,NoNeu
input_data/parched_with_the_heat-20,Neu,Neu
input_data/parched_with_the_heat-21,Neu,Neu
input_data/parched_with_the_heat-22,NoNeu,NoNeu
input_data/parched_with_the_heat-23,NoNeu,NoNeu
input_data/parched_with_the_heat-24,Neu,Neu
input_data/parched_with_the_heat-25,NoNeu,NoNeu
input_data/parched_with_the_heat-26,NoNeu,NoNeu
input_data/parched_with_the_heat-27,NoNeu,NoNeu
input_data/parched_with_the_heat-28,NoNeu,NoNeu
input_data/souvenirs_sent_over-1,Neu,Neu
input_data/souvenirs_sent_over-2,Neu,Neu
input_data/souvenirs_sent_over-3,Neu,Neu
input_data/souvenirs_sent_over-4,NoNeu,NoNeu
input_data/souvenirs_sent_over-5,Neu,Neu
input_data/souvenirs_sent_over-6,Neu,Neu
input_data/souvenirs_sent_over-7,NoNeu,Neu
input_data/souvenirs_sent_over-8,NoNeu,Neu
input_data/souvenirs_sent_over-9,Neu,Neu
input_data/souvenirs_sent_over-10,Neu,Neu
input_data/souvenirs_sent_over-11,NoNeu,NoNeu
input_data/souvenirs_sent_over-12,NoNeu,Neu
input_data/souvenirs_sent_over-13,Neu,Neu
input_data/souvenirs_sent_over-14,Neu,Neu
